Date,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Intracompany Intersegment Revenues,Revenue,Electric Production Fuel Cost,Purchased Power Cost,Purchased Gas/Water Cost,Intracompany Intersegment Cost,Fuel Expense & Purchased Power,Maintenance Expenses,Depreciation Expense,Taxes Other Than Income Taxes,Other Operating Expense,"Depreciation, Operating & Maintenance",Operating Income or Losses,AFUDC - Equity,Net Non-Operating Losses (Gains),Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Total Interest Expense,Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Income Available to Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,380.5,0,0,121.099998,,501.600006,-152.300003,,0,,-152.300003,-31.299999,-47.299999,-31.9,-161.800003,-272.299988,77.0,0.3,5.7,-20.4,0.6,-15.4,-35.200001,47.799999,-14.5,33.299999,0.0,0,33.299999,-4.2,,29.099999,,,29.099999,0.38,0.38,0.38,76.649998,0.38,0.38,0.38,76.649998,
06/30/1990,415.600006,0,0,131.699997,,547.299988,-152.899994,,0,,-152.899994,-39.900002,-48.0,-31.1,-167.800003,-286.799988,107.599998,0.5,-0.1,-20.1,0.6,-15.7,-35.200001,72.799998,-24.9,47.900002,0.0,0,47.900002,-4.2,,43.700002,,,43.699998,0.566667,0.566667,0.566667,76.800001,0.566667,0.566667,0.566667,76.800001,
09/30/1990,511.299988,0,0,80.5,,591.799988,-199.199997,,0,,-199.199997,-30.5,-47.900002,-37.400002,-123.900002,-239.699997,152.899994,0.3,1.1,-19.799999,0.6,-17.6,-36.799999,117.499995,-40.799999,76.699997,-14.4,0,62.299999,-4.2,,58.099999,,,72.499996,0.94,0.94,0.753333,77.100002,0.94,0.94,0.753333,77.100002,
12/31/1990,370.100006,0,0,,,370.100006,-162.199997,,0,,-162.199997,-24.5,-17.9,-19.5,-49.400002,-111.300003,96.599998,-0.4,-1.6,-19.9,1.7,-15.5,-33.700001,60.899998,-22.200001,38.700001,-0.6,0,38.099998,-4.2,,33.899999,,,34.499997,0.446667,0.446667,0.44,77.100002,0.446667,0.446667,0.44,77.100002,
03/31/1991,369.799988,0,0,86.800003,,456.600006,-124.0,,0,,-124.0,-25.9,-50.900002,-32.299999,-136.5,-245.600006,87.0,0.7,6.3,-19.799999,0.9,-19.700001,-38.599998,55.400002,-18.200001,37.200001,0.0,0,37.200001,-4.2,,33.000001,,,33.000001,0.426667,0.426667,0.426667,77.550001,0.426667,0.426667,0.426667,77.550001,
06/30/1991,445.600006,0,0,82.5,,528.099976,-160.5,,0,,-160.5,-37.900002,-51.299999,-33.299999,-139.0,-261.5,106.099998,1.0,-0.5,-19.9,1.1,-17.299999,-36.099998,70.5,-23.200001,47.299999,0.0,0,47.299999,-4.2,,43.099999,,,43.099999,0.533333,0.533333,0.533333,80.399998,0.533333,0.533333,0.533333,80.399998,
09/30/1991,500.600006,0,0,88.800003,,589.400024,-177.5,,0,,-177.5,-32.799999,-51.700001,-33.599998,-145.5,-263.600006,148.300003,1.3,-0.2,-19.6,1.4,-15.7,-33.900002,115.500001,-39.799999,75.699997,0.0,0,75.699997,-4.2,,71.499997,,,71.500002,0.866667,0.866667,0.866667,82.5,0.866667,0.866667,0.866667,82.5,
12/31/1991,402.799988,0,0,97.800003,,500.600006,-144.600006,,0,,-144.600006,-38.200001,-52.400002,-30.1,-161.300003,-282.0,74.0,1.0,-1.1,-19.799999,2.0,-14.3,-32.099998,41.800002,-10.7,31.1,-2.4,0,28.700001,-4.2,,24.500001,,,26.900002,0.32,0.32,0.293333,83.550001,0.32,0.32,0.293333,83.550001,
03/31/1992,383.100006,0,0,80.400002,,463.5,-99.300003,-16.9,0,,-116.199997,-33.299999,-53.400002,-33.900002,-147.199997,-267.799988,79.5,1.9,-0.1,-21.5,2.3,-12.4,-31.6,49.7,-15.4,34.299999,0.0,0,34.299999,-4.2,,30.099999,,,30.1,0.366667,0.366667,0.366667,82.949999,0.366667,0.366667,0.366667,82.949999,
06/30/1992,433.399994,0,0,78.300003,,511.700012,-118.199997,-40.599998,0,,-158.800003,-38.299999,-53.700001,-32.799999,-143.300003,-268.100006,84.800003,2.0,1.0,-20.799999,2.3,-12.3,-30.799999,57.000004,-17.9,39.099998,0.0,0,39.099998,-4.2,,34.899999,,,34.900004,0.413333,0.413333,0.413333,84.75,0.413333,0.413333,0.413333,84.75,
09/30/1992,549.900024,0,0,76.699997,,626.599976,-153.399994,-48.5,0,,-201.899994,-33.0,-54.700001,-39.400002,-148.699997,-275.799988,148.899994,2.4,1.0,-21.5,2.9,-13.6,-32.200001,120.099993,-41.299999,78.800003,0.0,0,78.800003,-4.2,,74.600003,,,74.599994,0.86,0.86,0.86,86.699997,0.86,0.86,0.86,86.699997,
12/31/1992,407.700012,0,0,85.800003,,493.5,-101.0,-30.700001,0,,-131.699997,-35.099998,-47.700001,-32.200001,-155.199997,-270.200012,91.599998,4.1,-10.3,-20.4,0.8,-11.7,-31.299999,54.099999,-13.9,40.200001,0.0,0,40.200001,-4.1,,36.100001,,,36.099999,0.41,0.41,0.41,88.0,0.41,0.41,0.41,88.0,
03/31/1993,407.0,0,0,86.300003,,493.299988,-106.400002,-15.2,0,,-121.599998,-33.099998,-57.599998,-35.599998,-160.600006,-286.899994,84.800003,2.6,0.0,-22.9,2.1,-12.1,-32.900002,54.500001,-17.0,37.5,0.8,0,38.299999,-3.9,,34.399999,,,33.600001,0.38,0.38,0.39,87.670998,0.38,0.38,0.39,87.670998,
06/30/1993,461.899994,0,0,91.400002,,553.299988,-114.599998,-51.099998,0,,-165.699997,-33.299999,-59.200001,-36.700001,-158.899994,-288.100006,99.5,2.2,1.0,-22.4,1.7,-13.5,-34.200001,68.499999,-22.299999,46.200001,0.0,0,46.200001,-3.2,,43.000001,,,43.0,0.49,0.49,0.49,88.120003,0.49,0.49,0.49,88.120003,
09/30/1993,609.0,0,0,159.899994,,768.900024,-149.600006,-68.199997,0,,-217.800003,-29.200001,-61.0,-44.400002,-244.300003,-378.899994,172.199997,2.4,-0.2,-23.299999,1.9,-12.6,-34.0,140.399997,-55.200001,85.199997,0.0,0,85.199997,-3.2,,81.999997,,,81.999996,0.93,0.93,0.93,88.575996,0.93,0.93,0.93,88.575996,
12/31/1993,479.700012,0,0,153.800003,,633.5,-90.199997,-60.299999,0,,-150.5,-41.200001,-62.400002,-35.900002,-257.399994,-396.899994,86.099998,1.7,1.7,-23.1,1.0,-11.2,-33.299999,56.199999,-15.9,40.299999,0.0,0,40.299999,-3.1,,37.199999,,,37.199999,0.42,0.42,0.42,89.0,0.42,0.42,0.42,89.0,
03/31/1994,483.5,0,0,145.800003,,629.299988,-90.699997,-71.5,0,,-162.199997,-30.200001,-64.5,-40.200001,-242.199997,-377.100006,90.0,1.5,0.0,-23.9,1.1,-12.6,-35.400002,56.099998,-17.799999,38.299999,0.0,0,38.299999,-2.5,,35.799999,,,35.799999,0.4,0.4,0.4,89.392998,0.4,0.4,0.4,89.392998,
06/30/1994,517.0,0,0,164.5,,681.5,-127.900002,-80.400002,0,,-208.300003,-33.200001,-64.900002,-40.799999,-214.0,-352.899994,120.300003,1.6,-1.1,-24.299999,1.3,-12.1,-35.099998,85.700005,-30.299999,55.400002,0.0,0,55.400002,-2.5,,52.900002,,,52.900005,0.58,0.58,0.58,91.611,0.58,0.58,0.58,91.611,
09/30/1994,586.5,0,0,158.5,,745.0,-127.599998,-80.199997,0,,-207.800003,-27.5,-65.5,-43.200001,-247.100006,-383.299988,153.899994,1.5,-6.0,-24.200001,1.3,-11.6,-34.5,114.899994,-37.200001,77.699997,0.0,0,77.699997,-2.6,,75.099997,,,75.099993,0.8,0.8,0.8,93.900002,0.8,0.8,0.8,93.900002,
12/31/1994,493.5,0,0,222.199997,,715.700012,-85.699997,-61.0,0,,-146.699997,-32.0,-66.599998,-38.599998,-320.0,-457.200012,111.800003,1.5,-3.2,-23.9,1.1,-12.2,-35.0,75.100003,-24.4,50.700001,0.0,0,50.700001,-2.5,,48.200001,,,48.200003,0.49,0.49,0.49,94.93,0.49,0.49,0.49,94.93,
03/31/1995,515.900024,0,0,187.300003,,703.200012,-78.599998,-103.300003,0,,-181.899994,-33.0,-70.699997,-42.900002,-264.399994,-411.0,110.300003,1.2,-0.8,-24.200001,1.0,-12.4,-35.599998,75.100005,-26.0,49.099998,0.0,0,49.099998,-2.5,,46.599998,,,46.600005,0.49,0.49,0.49,95.262001,0.49,0.49,0.49,95.262001,
06/30/1995,550.5,0,0,192.399994,,742.900024,-113.099998,-107.5,0,,-220.600006,-28.1,-70.800003,-44.900002,-254.899994,-398.700012,123.599998,0.9,-0.5,-23.9,0.7,-12.1,-35.299999,88.699999,-31.1,57.599998,0.0,0,57.599998,-2.4,,55.199998,,,55.199999,0.58,0.58,0.58,95.599998,0.58,0.58,0.58,95.599998,
09/30/1995,671.799988,0,0,190.800003,,862.599976,-144.100006,-120.099998,0,,-264.200012,-23.799999,-75.800003,-48.400002,-269.5,-417.5,180.899994,1.0,-0.8,-23.299999,0.8,-11.6,-34.099998,146.999995,-53.5,93.5,0.0,0,93.5,-2.4,,91.1,,,91.099995,0.95,0.95,0.95,95.900002,0.95,0.95,0.95,95.900002,
12/31/1995,533.5,0,0,213.399994,,746.900024,-97.900002,-108.099998,0,,-206.0,-29.200001,-76.400002,-40.0,-286.5,-432.100006,108.800003,0.681,-1.774,-34.5,0.993,,-33.507,74.200003,-25.799999,48.400002,0.0,0,48.400002,-2.4,,46.000002,,,46.000004,0.48,0.48,0.48,96.211998,0.48,0.48,0.48,96.211998,
03/31/1996,547.299988,0,0,192.199997,,739.5,-114.5,-122.900002,0,,-237.399994,-30.799999,-77.599998,-47.200001,-235.0,-390.600006,111.5,0.9,-0.5,-22.1,0.8,-13.1,-34.400002,77.499998,-26.9,50.599998,0.0,0,50.599998,-2.3,,48.299999,,,48.299999,0.5,0.5,0.5,96.5,0.5,0.5,0.5,96.5,
06/30/1996,588.700012,0,0,184.899994,,773.599976,-114.300003,-137.699997,0,,-252.0,-30.6,-89.199997,-45.200001,-231.600006,-396.600006,125.0,1.0,2.2,-21.799999,0.9,-13.3,-34.200001,93.999999,-33.200001,60.799999,-25.0,0,35.799999,-2.1,,33.699999,,,58.699999,0.61,0.61,0.35,96.792,0.61,0.61,0.35,96.792,
09/30/1996,694.700012,0,0,184.300003,,879.0,-147.5,-127.599998,0,,-275.100006,,-74.699997,-50.700001,-289.200012,-414.600006,189.300003,1.0,0.4,-22.0,0.9,-12.6,-33.700001,157.000002,-58.099998,98.900002,0.0,0,98.900002,-0.8,,98.100002,,,98.100004,1.01,1.01,1.01,97.0,1.01,1.01,1.01,97.0,
12/31/1996,562.900024,0,0,202.899994,,765.799988,-33.400002,-143.399994,0,,-176.800003,,-82.699997,-40.5,-409.200012,-532.400024,56.599998,1.7,46.299999,-31.0,0.3,,-30.700001,73.899996,-27.700001,46.200001,-1.3,0,44.900002,-0.6,,44.300002,,,45.599995,0.473,0.473,0.46,97.026001,0.473,0.473,0.46,97.026001,
03/31/1997,553.799988,0,0,193.699997,,747.5,-94.900002,-127.199997,0,,-222.100006,,-74.300003,-48.099998,-308.0,-430.399994,95.0,1.3,-0.4,-22.299999,0.8,-12.0,-33.5,62.4,-20.0,42.400002,0.0,0,42.400002,-0.4,,42.000002,4.8,,46.8,0.48,0.43,0.43,97.0,0.48,0.43,0.43,97.0,
06/30/1997,597.200012,0,0,200.100006,,797.299988,-118.800003,-116.800003,0,,-235.600006,,-74.199997,-48.599998,-401.100006,-523.900024,37.799999,1.4,0.7,-22.4,0.9,-13.4,-34.900002,4.999998,1.7,6.7,0.0,0,6.7,-0.4,,6.3,55.299999,,61.599997,0.64,0.07,0.07,97.057999,0.64,0.07,0.07,97.057999,
09/30/1997,706.900024,0,0,215.600006,,922.5,-129.5,-133.699997,0,,-263.200012,,-78.800003,-53.200001,-361.399994,-493.399994,165.899994,1.5,1.6,-28.200001,1.0,-14.1,-41.299999,127.699995,-45.799999,81.900002,0.0,0,81.900002,-0.3,,81.600002,20.4,,101.999995,1.05,0.84,0.84,97.061996,1.05,0.84,0.84,97.061996,
12/31/1997,590.5,0,0,257.799988,,848.299988,-114.900002,-112.900002,0,,-227.800003,,-98.599998,-43.700001,-233.399994,-375.700012,244.800003,1.2,-274.200012,-29.5,1.6,-16.799999,-44.700001,-72.90001,-2.3,-75.199997,0.0,0,-75.199997,-0.4,,-75.599997,118.800003,,43.199993,0.45,-0.78,-0.78,97.061996,0.45,-0.78,-0.78,97.061996,
03/31/1998,565.200012,0,0,222.300003,,787.5,-109.199997,-99.0,0,,-208.199997,,-81.0,-49.5,-330.700012,-461.200012,118.099998,2.2,0.5,-30.6,1.7,-16.700001,-45.599998,75.2,-24.299999,50.900002,0.0,0,50.900002,-0.4,,50.500002,3.1,,53.600001,0.55,0.52,0.52,97.099998,0.55,0.52,0.52,97.099998,
06/30/1998,663.799988,0,0,239.300003,,903.099976,-135.899994,-110.800003,0,,-246.699997,,-90.400002,-51.400002,-347.0,-488.799988,167.600006,2.2,-0.6,-29.0,1.9,-18.700001,-45.799999,123.400007,-45.200001,78.199997,0.0,0,78.199997,-0.4,,77.799997,,,77.800006,0.8,0.8,0.8,97.044998,0.8,0.8,0.8,97.044998,
09/30/1998,795.599976,0,0,235.899994,,1031.5,-188.899994,-122.300003,0,,-311.200012,,-89.5,-57.5,-345.200012,-492.200012,228.100006,,-1.9,-46.200001,4.4,0.0,-41.799999,184.400007,-67.099998,117.300003,0.0,0,117.300003,0.0,,117.300003,,,117.300008,1.21,1.21,1.21,97.0,1.21,1.21,1.21,97.044998,
12/31/1998,623.599976,0,0,274.600006,,898.200012,-161.699997,-101.699997,0,,-263.399994,,-86.199997,-45.200001,-416.5,-547.900024,86.900002,1.2,2.6,-27.9,3.3,-18.0,-42.599998,48.100003,-12.0,36.099998,0.0,0,36.099998,0.0,,36.099998,,,36.100003,0.37,0.37,0.37,97.122002,0.34,0.37,0.37,97.122002,
03/31/1999,570.700012,0,0,249.699997,,820.400024,-113.699997,-90.300003,0,,-204.0,,-80.800003,-51.900002,-353.899994,-486.600006,129.800003,2.3,-9.3,-26.9,2.8,-4.5,-28.6,94.200002,-26.6,67.599998,0.0,0,67.599998,0.0,,67.599998,,,67.600002,0.69,0.69,0.69,97.5,0.69,0.69,0.69,97.5,
06/30/1999,671.700012,0,0,304.600006,,976.299988,-143.5,-108.400002,0,,-251.899994,,-93.199997,-51.099998,-425.700012,-570.0,154.399994,,-1.0,-43.900002,1.2,0.0,-42.700001,110.699993,-29.5,81.199997,0.0,0,81.199997,-4.6,,76.599997,,,76.599993,0.78,0.78,0.78,97.980003,0.78,0.78,0.78,97.980003,
09/30/1999,794.900024,0,0,312.399994,,1107.300049,-191.5,-106.699997,0,,-298.200012,,-86.800003,-56.900002,-437.299988,-581.0,228.100006,,7.5,-42.299999,0.4,0.0,-41.900002,193.700005,-51.099998,142.600006,0.0,0,142.600006,-5.3,,137.300006,-1.0,,136.300006,1.39,1.4,1.4,98.328003,1.39,1.4,1.4,98.328003,
12/31/1999,595.299988,0,0,345.799988,,941.099976,-147.300003,-108.699997,0,,-256.0,,-86.699997,-43.200001,-492.600006,-622.5,62.599998,,16.1,-60.5,2.8,,-53.200001,25.499998,15.5,38.700001,0.0,0,38.700001,-5.3,,33.400001,,,35.699998,0.34,0.34,0.34,98.453003,0.34,0.34,0.34,98.453003,
03/31/2000,625.309021,0,0,331.539001,,956.848022,-138.210999,-103.125,0,,-241.335999,,-85.663002,-53.132999,-437.601013,-576.396973,139.115005,,-3.285,-38.698002,0.401,-11.628,-49.924999,85.905006,-9.451,76.454002,0.0,0,76.454002,0.0,,76.454002,,,76.454006,0.78,0.78,0.78,98.5,0.78,0.78,0.78,98.5,
06/30/2000,693.335999,0,0,349.648987,,1042.984985,-146.973999,-120.266998,0,,-267.240997,,-92.162003,-52.77,-484.191986,-629.124023,146.619995,,1.523,-41.764,0.47,-11.688,-52.981998,95.160997,11.338,106.499001,3.488,0,109.987,-5.4,,104.586999,,,101.098997,1.03,1.03,1.06,98.599998,1.03,1.03,1.06,98.599998,
09/30/2000,907.965027,0,0,359.752991,,1267.718018,-207.347,-166.261002,0,,-373.608002,,-135.507004,-59.376999,-502.933014,-697.817017,196.292999,,2.582,-40.761002,0.521,-12.118,-52.358002,146.516998,0.688,147.205002,3.098,0,150.302994,-5.3,,145.002994,-3.8,,138.104997,1.49,1.53,1.53,98.614998,1.49,1.53,1.53,98.614998,
12/31/2000,653.400024,0,0,454.600006,,1108.0,-200.100006,-108.800003,0,,-308.899994,,-89.300003,-48.0,-896.5,-1033.800049,-234.699997,,-21.1,-29.799999,0.6,-41.299999,-70.5,-326.299997,118.400002,-208.399994,0.0,0,-208.399994,0.0,,-208.399994,,,-207.899996,-2.11,-2.11,-2.11,98.616997,-2.11,-2.11,-2.11,98.616997,
03/31/2001,810.473999,0,0,368.705994,,1179.180054,-216.386002,-125.619003,0,,-342.005005,,-152.069,-60.109001,-495.580994,-707.758972,129.416,,-4.423,-40.66,0.093,-9.861,-50.428001,74.564999,1.423,75.987999,0.0,0,75.987999,0.0,,75.987999,,,75.987999,0.77,0.77,0.77,98.616997,0.77,0.77,0.77,98.616997,
06/30/2001,783.659973,0,0,349.988007,,1133.647949,-220.615997,-126.602997,0,,-347.218994,,-94.646004,-57.076,-504.587006,-656.309021,130.119995,,-5.202,-36.896,0.111,-9.342,-46.126999,78.790996,23.108999,101.900002,-12.089,0,89.810997,0.0,,89.810997,,,101.899995,1.03,1.03,0.91,98.616997,1.03,1.03,0.91,98.616997,
09/30/2001,906.130981,0,0,354.472992,,1260.604004,-259.763,-154.957993,0,,-414.721008,,-95.086998,-63.234001,-509.296997,-667.617981,178.264999,,-3.726,-35.612999,0.27,-8.414,-43.757,130.781999,50.669998,181.451996,-14.120001,0,167.332001,0.0,,167.332001,,,181.451998,1.84,1.84,1.7,98.616997,1.84,1.84,1.7,98.616997,
12/31/2001,712.575989,0,0,305.110992,,1017.687012,-215.970001,-107.348,0,,-323.317993,,-111.169998,-49.75,-667.752014,-828.671997,-134.302994,,-12.159,-37.523998,0.613,-8.101,-45.012001,-191.473995,97.516998,-93.957001,5.157,0,-88.800003,0.0,,-88.800003,,,-93.956997,-0.95,-0.95,-0.9,98.616997,-0.95,-0.95,-0.9,98.616997,
03/31/2002,686.440979,0,0,307.237,,993.677979,-192.945999,-115.308998,0,,-308.255005,,-69.293999,-57.140999,-456.304993,-582.73999,102.682999,,-3.538,-46.445,,,-46.445,52.699999,23.073,75.773003,0.0,0,75.773003,0.0,,75.773003,,,75.772999,0.77,0.77,0.77,98.616997,0.77,0.77,0.77,98.616997,
06/30/2002,765.922974,0,0,344.299988,,1110.223022,-195.779007,-133.766998,0,,-329.54599,,-91.483002,-56.792,-503.598999,-651.874023,128.802994,,-2.688,-47.778999,0.574,0.0,-47.205002,78.909992,11.446,90.356003,0.0,0,90.356003,0.0,,90.356003,,,90.355992,0.92,0.92,0.92,98.616997,0.92,0.92,0.92,98.616997,
09/30/2002,863.637024,0,0,338.381989,,1202.019043,-237.020996,-145.742996,0,,-382.764008,,-73.427002,-61.186001,-727.890991,-862.504028,-43.249001,,-1.427,-45.772999,0.899,0.0,-44.874001,-89.550001,32.528999,-57.021,5.12,0,-51.901001,0.0,,-51.901001,,,-57.021002,-0.58,-0.58,-0.53,98.616997,-0.58,-0.58,-0.53,98.616997,
12/31/2002,745.731018,0,0,286.71701,,1032.447998,-224.410004,-120.155998,0,,-344.56601,0.0,-76.850998,-52.580002,-218.524994,-347.955994,339.925995,0.0,-280.53299,-45.811001,1.186,0.0,-44.625,14.768005,106.175003,120.943001,0.0,0,120.943001,0.0,0.0,120.943001,281.157013,-98.404999,303.695023,3.08,1.22,1.22,98.616997,3.08,1.22,1.22,98.616997,
03/31/2003,728.0,0,0,487.0,,1215.0,-185.0,-130.0,0,,-315.0,,-100.0,-58.0,-616.0,-774.0,126.0,,-5.0,-47.0,2.0,0.0,-45.0,76.0,16.0,92.0,0.0,0,92.0,0.0,,92.0,,,92.0,0.93,0.93,0.93,98.616997,0.93,0.93,0.93,98.616997,
06/30/2003,767.0,0,0,440.0,,1207.0,-217.0,-141.0,0,,-358.0,,-102.0,-59.0,-567.0,-728.0,121.0,,0.0,-48.0,2.0,0.0,-46.0,75.0,39.0,114.0,0.0,0,114.0,0.0,,114.0,,,114.0,1.11,1.11,1.11,98.616997,1.11,1.11,1.11,98.616997,
09/30/2003,904.11499,0,0,470.872009,,1374.987061,-255.070999,-156.414001,0,,-411.484985,,-82.160004,-62.567001,-623.955994,-768.682983,194.819,,6.566,-28.921,2.251,0.0,-26.67,174.715,0.299,175.014008,0.0,0,175.014008,0.0,0.0,175.014008,,,175.014,1.77,1.77,1.77,98.616997,1.77,1.77,1.77,98.616997,
12/31/2003,752.921021,0,0,666.112,,1419.032959,-211.438995,-139.175995,0,,-350.61499,0.0,-117.893997,-61.013,-813.715027,-992.622009,75.795998,0.0,-26.254,-45.387001,0.223,0.0,-45.164001,4.377997,72.949997,77.328003,4.0,0,81.328003,0.0,0.0,81.328003,15.0,-5.25,87.077994,0.89,0.79,0.83,98.616997,0.89,0.79,0.83,98.616997,
03/31/2004,784.0,0,0,510.0,,1294.0,-269.0,-121.0,0,,-390.0,,-94.0,-62.0,-647.0,-803.0,101.0,,-4.0,-45.0,1.0,0.0,-44.0,53.0,2.0,55.0,0.0,0,55.0,0.0,,55.0,,,55.0,0.56,0.56,0.56,98.616997,0.56,0.56,0.56,98.616997,
06/30/2004,860.0,0,0,644.0,,1504.0,-276.0,-139.0,0,,-415.0,,-99.0,-64.0,-746.0,-909.0,180.0,,-1.0,-47.0,1.0,0.0,-46.0,133.0,2.0,135.0,0.0,0,135.0,0.0,,135.0,,,135.0,1.37,1.37,1.37,98.616997,1.37,1.37,1.37,98.616997,
09/30/2004,1029.0,0,0,646.0,,1675.0,-335.0,-173.0,0,,-508.0,,-68.0,-70.0,-769.0,-907.0,260.0,,9.0,-42.0,1.0,0.0,-41.0,228.0,-80.0,148.0,0.0,0,148.0,0.0,0.0,148.0,,,148.0,1.5,1.5,1.5,98.616997,1.5,1.5,1.5,98.616997,
12/31/2004,852.0,0,0,610.0,,1462.0,-295.0,-134.0,0,,-429.0,0.0,-132.0,-58.0,-595.0,-785.0,248.0,0.0,-86.0,-49.0,0.0,0.0,-49.0,113.0,6.0,119.0,0.0,17,136.0,0.0,0.0,136.0,-46.0,16.1,106.1,1.08,1.38,1.38,98.616997,1.08,1.38,1.38,98.616997,
03/31/2005,848.0,0,0,367.0,,1215.0,-302.0,-131.0,0,,-433.0,,-93.0,-67.0,-550.0,-710.0,72.0,,5.0,-47.0,2.0,0.0,-45.0,32.0,5.0,37.0,-27.0,8,18.0,0.0,,18.0,,,45.0,0.18,0.18,0.18,98.616997,0.18,0.18,0.18,98.616997,
06/30/2005,908.0,0,0,425.0,,1333.0,-313.0,-144.0,0,,-457.0,,-95.0,-66.0,-702.0,-863.0,13.0,,19.0,-48.0,2.0,0.0,-46.0,-14.0,6.0,-8.0,-9.0,9,-8.0,0.0,,-8.0,,,1.0,-0.08,-0.08,-0.08,98.616997,-0.08,-0.08,-0.08,98.616997,
03/31/2012,1005.0,0,0,0.0,0.0,1005.0,-336.0,-145.0,0,0.0,-481.0,,-27.0,-82.0,-160.0,-269.0,255.0,9.0,0.0,-67.0,4.0,0.0,-63.0,201.0,-73.0,128.0,0.0,0,128.0,-1.0,0.0,127.0,,,127.0,,,,,,,,,
