Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,49,62.0,1259,0,70,1440,0,4836,7546,-2710,215,5051,6491,,838,130,723,1691,2225,414,2639,4330,1,0,1732,428,2161,6491,
06/30/1990,,137,59.0,1295,0,91,1582,0,5006,7844,-2838,195,5201,6783,,915,135,713,1763,2218,451,2669,4432,1,0,1743,607,2351,6783,
09/30/1990,,119,51.0,1505,0,95,1770,0,4881,8520,-3639,1328,6209,7979,,1086,137,763,1986,3427,372,3799,5785,1,0,1749,444,2194,7979,
12/31/1990,,183,48.0,1447,0,133,1811,0,5033,8708,-3675,1405,6438,8249,,1388,244,790,2422,3147,340,3487,5909,1,0,1775,564,2340,8249,
03/31/1991,,75,28.0,1486,0,94,1683,0,5246,9037,-3791,1449,6695,8378,,1446,261,714,2421,3126,334,3460,5881,1,0,1779,717,2497,8378,
06/30/1991,,51,29.0,1430,85,0,1595,0,5355,9280,-3925,1415,6770,8365,,1283,257,725,2265,3094,366,3460,5725,1,0,1787,852,2640,8365,
09/30/1991,,80,12.0,1534,0,117,1743,0,5457,9491,-4034,1399,6856,8599,,1291,300,736,2327,3129,349,3478,5805,1,0,1794,999,2794,8599,
01/01/1992,,41,0.0,1587,0,130,1758,0,5697,9684,-3987,1379,7076,8834,,1087,318,895,2300,3104,471,3575,5875,1,0,1818,1140,2959,8834,
03/31/1992,,178,0.0,1613,0,163,1954,0,5877,9971,-4094,1357,7234,9188,,1138,389,972,2499,3030,494,3524,6023,1,0,1843,1321,3165,9188,
06/30/1992,,154,0.0,1709,0,205,2068,0,5940,9991,-4051,1339,7279,9347,,1117,248,989,2354,3224,528,3752,6106,1,0,1860,1380,3241,9347,
09/30/1992,,73,0.0,1801,0,189,2063,0,6045,10102,-4057,1337,7382,9445,,1196,199,1053,2448,3457,548,4005,6453,0,0,1474,1518,2992,9445,
12/31/1992,,232,0.0,1764,0,185,2181,0,6165,10316,-4151,1332,7497,9678,,1074,215,1175,2464,3432,632,4064,6528,0,0,1509,1641,3150,9678,
03/31/1993,,369,0.0,1854,0,377,2600,0,6527,10859,-4332,1304,7831,10431,,1353,530,1222,3105,3153,833,3986,7091,0,0,1552,1788,3340,10431,
06/30/1993,,374,0.0,1875,0,384,2633,0,6782,11091,-4309,1316,8098,10731,,1259,394,1352,3005,2473,869,3342,6347,1,0,2443,1940,4384,10731,
09/30/1993,,52,0.0,2094,0,346,2492,0,7007,11236,-4229,1357,8364,10856,,1227,240,1397,2864,2426,949,3375,6239,1,0,2482,2134,4617,10856,
12/31/1993,,165,,2131,0,305,2601,0,7321,11618,-4297,1354,8675,11276,,742,215,2244,3201,2366,996,3362,6563,1,0,2553,2159,4713,11276,
03/31/1994,,344,0.0,2321,0,347,3012,0,7861,12433,-4572,1398,9259,12271,,779,117,2431,3327,3057,1025,4082,7409,1,0,2600,2261,4862,12271,
06/30/1994,,64,0.0,2272,0,333,2669,0,8167,12651,-4484,1456,9623,12292,,673,119,2360,3152,3035,1064,4099,7251,1,0,2641,2399,5041,12292,
09/30/1994,,3154,219.0,2297,0,364,6034,0,8549,13040,-4491,1535,10084,16118,,683,98,2419,3200,3010,1073,4083,7283,0,0,6210,2625,8835,16118,
12/31/1994,,1429,839.0,2266,0,354,4888,824,9059,13408,-4349,1595,11478,16366,,609,130,2398,3137,2997,1228,4225,7362,0,0,6301,2703,9004,16366,
03/31/1995,,939,604.0,2442,0,450,4435,1273,9543,14099,-4556,1588,12404,16839,,772,136,2455,3363,2936,1301,4237,7600,0,0,6344,2895,9239,16839,
06/30/1995,,1113,452.0,2478,0,533,4576,1090,9978,14734,-4756,1689,12757,17333,,851,126,2605,3582,2931,1389,4320,7902,0,0,6400,3031,9431,17333,
09/30/1995,,1006,229.0,2722,0,520,4477,73,9945,14870,-4925,2820,12838,17315,,773,160,2965,3898,2905,1285,4190,8088,0,0,6445,2782,9227,17315,
12/31/1995,,471,373.0,2954,0,749,4547,0,10309,15547,-5238,4445,14754,19301,,706,500,3664,4870,3444,1385,4829,9699,0,0,6479,3123,9602,19301,
03/31/1996,,424,206.0,3139,0,836,4605,0,10843,16357,-5514,4535,15378,19983,,987,472,3571,5030,3579,1418,4997,10027,0,0,6495,3461,9956,19983,
06/30/1996,,415,169.0,3180,0,958,4722,0,11276,17250,-5974,5021,16297,21019,,1013,440,3703,5156,3468,1534,5002,10158,750,0,6463,3648,10861,21019,
09/30/1996,,250,130.0,3331,0,944,4655,67,11658,17943,-6285,5129,16854,21509,,895,439,3745,5079,3722,1629,5351,10430,750,0,6440,3889,11079,21509,
12/31/1996,,187,161.0,3480,0,888,4716,0,12174,18709,-6535,6088,18262,22978,,992,203,3851,5046,4798,1723,6521,11567,750,0,6484,4177,11411,22978,
03/31/1997,,199,16.0,3617,0,1013,4845,0,12493,19417,-6924,6269,18762,23607,,895,196,3874,4965,4984,1969,6953,11918,750,0,6418,4521,11689,23607,
06/30/1997,,55,95.0,3670,0,845,4665,0,13286,20370,-7084,6300,19586,24251,,975,1930,3941,6846,3259,2046,5305,12151,750,0,6447,4903,12100,24251,
09/30/1997,,139,10.0,3561,0,893,4603,10,13783,21258,-7475,6321,20114,24717,,1038,2052,4237,7327,3282,2037,5319,12646,750,0,6468,4853,12071,24717,
12/31/1997,,261,0.0,3576,0,1423,5260,0,13868,21724,-7856,6382,20250,25510,,1321,2111,4664,8096,3276,2077,5353,13449,750,0,6436,4875,12061,25510,
03/31/1998,,208,0.0,3872,0,1048,5128,0,13944,21619,-7675,6393,20337,25465,,1270,1107,4860,7237,3615,2101,5716,12953,750,0,6424,5338,12512,25465,
06/30/1998,,1126,0.0,3325,0,983,5434,0,14140,22444,-8304,6412,20552,25986,,1075,742,5126,6943,3938,2167,6105,13048,750,0,6563,5625,12938,25986,
